icao,timestamp,anomaly_score,reconstruction_score,feature_context_score,threshold,reconstruction_threshold,feature_context_threshold,is_seq_anom,is_strong_seq_anom,seq_anom_int,anom_count_last_m,is_persistent_anom,is_hybrid_ghost,is_final_anom,scenario,seq_label,pred_label,run_id
SIM0024,1700000022,0.19034097,0.19034097,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0000,1700000023,0.6767559,0.55802435,0.5936578,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0001,1700000023,0.43205062,0.43205062,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0002,1700000023,0.4764546,0.43139333,0.2253063,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0003,1700000023,0.52663654,0.52663654,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0004,1700000023,0.30827236,0.30827236,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0005,1700000023,0.5192773,0.3612773,0.7899997,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0006,1700000023,0.47482795,0.47482795,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0007,1700000023,0.67741776,0.5783381,0.4953985,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0008,1700000023,1.4862627,1.2688807,1.0869095,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,1.0,False,False,False,normal,0,0,0
SIM0009,1700000023,0.345887,0.345887,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0010,1700000023,0.69153684,0.69153684,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0011,1700000023,0.5906601,0.55934125,0.15659413,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0012,1700000023,1.0929757,0.9027241,0.9512585,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0013,1700000023,0.34923163,0.34923163,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0014,1700000023,0.5005554,0.5005554,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0015,1700000023,0.59135747,0.59135747,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0016,1700000023,0.52298814,0.50237066,0.10308749,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0017,1700000023,0.3838756,0.3838756,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0018,1700000023,0.67448825,0.67448825,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0019,1700000023,1.0664638,0.87287194,0.9679597,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0020,1700000023,0.5808804,0.45066804,0.65106183,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0021,1700000023,0.43374366,0.43374366,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0022,1700000023,0.8067943,0.54224455,1.3227485,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0023,1700000023,0.9466461,0.8206626,0.6299175,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0024,1700000023,0.18018033,0.18018033,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0000,1700000024,0.6637194,0.5627261,0.50496656,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0001,1700000024,0.43691728,0.43691728,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0002,1700000024,0.5096494,0.4328779,0.38385743,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0003,1700000024,0.52994126,0.52994126,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0004,1700000024,0.28353027,0.28353027,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0005,1700000024,0.50155354,0.36879233,0.663806,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0006,1700000024,0.45060205,0.40263203,0.2398502,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0007,1700000024,0.65522414,0.55350095,0.508616,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0008,1700000024,1.2378347,0.8949604,1.7143717,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,1.0,False,False,False,normal,0,0,0
SIM0009,1700000024,0.3237042,0.3237042,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0010,1700000024,0.70314795,0.70314795,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0011,1700000024,0.5729075,0.555628,0.08639756,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0012,1700000024,0.7816041,0.67699564,0.52304226,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0013,1700000024,0.34331724,0.34331724,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0014,1700000024,0.4950008,0.4950008,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0015,1700000024,0.53644717,0.53644717,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0016,1700000024,0.53519225,0.48952138,0.22835448,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0017,1700000024,0.35412362,0.35412362,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0018,1700000024,0.6181489,0.6181489,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0019,1700000024,1.0765003,0.8369389,1.197807,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0020,1700000024,0.46971336,0.37963426,0.45039544,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0021,1700000024,0.4322637,0.4322637,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0022,1700000024,0.6586981,0.47070414,0.93996954,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0023,1700000024,0.89601725,0.73234296,0.81837153,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0024,1700000024,0.18074076,0.18074076,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0000,1700000025,0.6504083,0.5641365,0.4313591,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0001,1700000025,0.4548671,0.4548671,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0002,1700000025,0.47352743,0.42948732,0.2202006,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0003,1700000025,0.5386496,0.5386496,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0004,1700000025,0.28329635,0.28329635,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0005,1700000025,0.50385904,0.37545317,0.64202917,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0006,1700000025,0.44974393,0.41011348,0.19815218,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0007,1700000025,0.65638804,0.546499,0.54944503,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0008,1700000025,1.3623741,0.9436454,2.093643,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,1.0,False,False,False,normal,0,0,0
SIM0009,1700000025,0.29003668,0.29003668,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0010,1700000025,0.7163414,0.7163414,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0011,1700000025,0.57389945,0.5534048,0.102473244,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0012,1700000025,0.8045549,0.6840767,0.6023908,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0013,1700000025,0.34061807,0.34061807,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0014,1700000025,0.48623008,0.48623008,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0015,1700000025,0.49379492,0.49379492,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0016,1700000025,0.529815,0.48378012,0.23017463,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0017,1700000025,0.4096112,0.3494917,0.30059752,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0018,1700000025,0.6049494,0.6049494,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0019,1700000025,1.1340654,0.8621155,1.3597496,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0020,1700000025,0.38963488,0.3674082,0.11113339,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0021,1700000025,0.42933524,0.42933524,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0022,1700000025,0.65868646,0.4479507,1.0536788,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0023,1700000025,1.1146351,0.7573404,1.7864736,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0024,1700000025,0.18241224,0.18241224,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0000,1700000026,0.5778678,0.5611451,0.083613455,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0001,1700000026,0.48761204,0.48761204,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0002,1700000026,0.540126,0.43796617,0.5107993,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0003,1700000026,0.54119545,0.54119545,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0004,1700000026,0.28119275,0.28119275,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0005,1700000026,0.47762966,0.38167545,0.4797711,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0006,1700000026,0.45890516,0.41781855,0.20543303,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0007,1700000026,0.60081846,0.53909564,0.30861408,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0008,1700000026,1.380269,0.9841746,1.9804722,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0009,1700000026,0.26370865,0.26370865,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0010,1700000026,0.7305313,0.7305313,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0011,1700000026,0.5458563,0.5458563,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0012,1700000026,0.7805695,0.6845918,0.47988823,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0013,1700000026,0.34013453,0.34013453,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0014,1700000026,0.4774208,0.4774208,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0015,1700000026,0.4755439,0.4755439,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0016,1700000026,0.5258059,0.47810903,0.23848437,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0017,1700000026,0.44202358,0.35031047,0.4585654,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0018,1700000026,0.62736356,0.62736356,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0019,1700000026,1.1793426,0.8930094,1.4316661,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0020,1700000026,0.37512925,0.36116225,0.06983509,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0021,1700000026,0.4274112,0.4274112,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0022,1700000026,0.61967033,0.42547035,0.97099996,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0023,1700000026,1.2139962,0.79680365,2.0859625,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0024,1700000026,0.18100303,0.18100303,0.0,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
SIM0000,1700000027,0.5608799,0.5555172,0.026813326,2.210688591003418,1.6463541984558105,3.490756034851074,False,False,0,0.0,False,False,False,normal,0,0,0
